id	tweet	subtask_a
1482	Κάποτε σταυροκοπιόσουν που κέρδιζες τον σπαλιάρα και τώρα είσαι πρώτη γραμμή στο πάνελ σχολιάζοντας τις πολιτικές εξελίξεις! Σου πάει το κουστουμέ #μεγάλεΝτάνο #εκλογές2019 #ντάνος #αγγελόπουλος	NOT
212	Για μα φιλάει τον οδηγό, μάλλον χώρισε #shoppingstar	NOT
7286	Ο Στάθης το ξεκαθάρισε η γκρίνια φέρνει γκόμενα....ελπίζω να το καταλάβετε Όλες και να κοιμηθούνε οι άντρες σας μια βραδιά ήρεμοι #erwtasmeta	NOT
7138	Λιαγκα δείξε σε παρακαλώ το καινούργιο πρόσωπο της ασπα τσίνα, κορόιδεψε την και μετά βάλε δίπλα την πατλακη. #mesimeri_skai	NOT
2481	Κουτσούμπας: Ο Θεός μας φύλαξε και ο Τσίπρας τά' κανε μουνί με τη δίωξη των υπεύθυνων για τη χρεοκοπία της χώρας #kke_xeftiles	OFF
2892	@USER Δεν σκέφτεστε ότι οι φόροι,οι παπαρολογια, τα ψέματα, ή δωροδοκία με τις συντάξεις,οι διορισμοί κομματοσκυλων,τα σκάφη,η Νοβαρτις,η η αλαζονική στάση,η επέμβαση στη δικαιοσύνη,τα διόδια,ο ΦΠΑ,η ατιμωρησία Ρουβίκωνα το χαιδεμα των μοαχαλακιδων, το Σκοπιανό κλπ οτι φταίνε;	OFF
5022	λιώνω #ΝΔ_θελατε	NOT
2013	Aχ Γιωργάκη μου, μην κλαις...#GynaikaXwrisOnoma	NOT
5073	Ακομπλεξάριστη,με τρελό χιούμορ....Θεάρα...@USER #kalytera	NOT
3371	@USER ΕΣΕΙΣ ΟΙ ΦΟΡΟΛΟΓΟΥΜΕΝΟΙ ΤΟΥ ΚΩΛΟΧΑΝΕΙΟΥ ΠΛΗΡΩΝΕΤΕ ΤΗΝ @USER ΓΙΑ ΝΑ ΣΑΣ ΨΕΚΑΖΟΥΝ ΣΤΑ ΣΥΛΛΑΛΗΤΗΡΙΑ;ΤΗΝ ΕΠΟΜΕΝΗ ΦΟΡΑ ΠΟΥ ΘΑ ΚΟΨΕΙΣ ΤΟΝ ΚΩΛΟ ΑΠΟ ΤΟΝ ΚΑΝΑΠΕ ΠΕΣ ΟΤΙ ΕΙΣΑΙ ΤΟΥ #ρουβικωνα ΚΑΙ ΓΡΑΨΕ ΣΤΗ ΒΟΥΛΗ Η ΜΑΚΕΔΟΝΙΑ ΕΙΝΑΙ ΕΛΛΑΔΑ. ΣΥΝΕΧΙΣΤΕ...	OFF
1578	"""@USER και να μας εξηγήσει κάποιος από τους #προδοτες, ΤΙ ΕΙΔΟΥΣ """"πόλεμος"""" μαίνεται στο #Πακισταν και τους θεωρούν """"μετανάστες""""... #prodotes #πρακτορες #λαθρομεταναστες #ψευδομεταναστες"""	NOT
3177	@USER Σου αρέσουν οι κολπικοί. Κάνε και τα δύο να είσαι καλυμενος	NOT
4747	#MasterChefGR όταν αύριο δίνεις ιστορία και στα διαλλειματα διαβάζεις για το αποχετευτικό σύστημα της ρωμης και είσαι σε φαση ο τελικός είναι πιο τραγικος	NOT
5090	Χαχαχαχαχαχα#GNTMgr	NOT
2856	#εκλογες2019 #Εκλογες_2019 #Τσίπρας #ΣΥΡΙΖΑ παρτε μια μικρη ιδεα για το πως δουλευει η προπαγανδα των #νδ_ξεφτίλες στους καφενεδες στην επαρχια ....... φωτο Α και Β	NOT
956	Την πάπια 4 χρόνια, αγκαλίτσες και φιλάκια με τη Μέρκελ, αλλά τώρα, λίγες μέρες πριν παν στα τσακίδια, η οπλαρχηγός Σία Αναγνωστοπούλου με τ' όνομα ζώστηκε τα φυσεκλίκια. Τέτοιους ξεδιάντροπους αληταράδες δεν έχει ξαναματαδεί το σύμπαν! #ΣΥΡΙΖΑ_ξεφτιλες	OFF
3298	@USER Το μπουρδελο έχει αρχές... Όπως και οι πουτανες άλλωστε...	OFF
1314	@USER Ο ΣΥΡΙΖΑ είναι ο εχθρός σου ρε τίποτα; Με τη ΝΔΟΥΛΑ όλα καλά ρε ; Ούτε για φτύσιμο δεν είσαι. Κανε κάτι για τον λαό και τραβά αυτοκτονία ρε...	OFF
3421	Δεν έχω δει περισσότερες γυναίκες σε εταιρία μηχανικών. ‍️	NOT
9436	#XFactorGR... Μάστορα στο Γροση να δίνεις καλά τραγούδια αα... Μη στείλουμε τη WWF και σε μαζέψει μικρό μας αρκουδάκι	NOT
1930	@USER Και εσυ Λαμπρο κόλα στον αρχηψεφταρά τον Τσίπρα που Τσίπα δεν έχει απάνω του! Μήπως είσαι και εσυ ένα από τα ίδια; Είναι ο χειρότερος από όλους τους προηγούμενους μαζί επι 10! Τον είδαμε τον αρχηψεφταρα που κοροϊδεύει εσένα και τους καημένους που υποφέρουν με τις λαμογιες του!	OFF
3673	@USER Είναι η μητέρα του Πάνου . Το τι έγινε ακριβώς δεν το ξέρω αλλα αφήνει ξεκάθαρα αιχμές για αυτο το σίχαμα που είδε κηδεία κ έπεσε σαν κοράκι	NOT
4086	Ετοιμάστηκε η Σία για τα ευχαριστήρια απ'τον Μπακογιάννη,ο οποίος ευχαρίστησε την αδερφή του... Τι πόρτα έφαγες μωρή Κοσσιώνη; #εκλογες_2019	NOT
6411	Της φουσκωσαν τα μυαλα της Σ. και τωρα την δικαζουν. Αστα διαλα κ σεις βλακες️#gntmgr	NOT
2244	Του έλειψαν οι διαπροσωπικές σχέσεις με τους ανθρώπους δήλωσε, λόγω των πρωθυπουργικών του καθηκόντων. Έτσι είναι αυτά Τσιπράκο.. άπαξ και η θαλαμηγός δε πιάνει λιμάνι, απομονώνεσαι. #syriza_xeftiles #κοτερο_παναγοπουλου #ερχεται_ΠΟΥΤΣΑ #Ευρωεκλογές2019	NOT
3657	@USER Εισαι στο επιτελιο του; μεσα σε ολα.	NOT
9638	Ειδηση, ο Μπρατης διαβαζε super Κατερινα το '85 #gntmgr	NOT
7262	όσο μεγάλη είναι η πουτσα τόσος μεγάλος θα είναι και ο έρωτας	OFF
5462	@USER Δίνουμε την Θράκη στην Βουλγαρία, τα νησιά στην Ιταλία και είμαστε πλέον οκ. Έτσι και αλλιώς μέσα στα επόμενα 5 με 10 χρόνια θα τα πάρουν οι Τούρκοι.	NOT
4789	Ζουν ανάμεσα μας.....xfiles #gntmgr	NOT
2871	η Φαρμάκω θα φτιάξει μπριάμ και μπόμπες για παιδικό πάρτυ και θα κερδίσει #MasterChefGR_Xeftiles	NOT
9446	#gntmgr Τι τα θες τα παπουτσια μωρή Μαρτίνα; Τα ερπετα δεν φορούν παπούτσια.....	OFF
5414	"""Αν πάω αύριο στη σχολή και τους πω """"αχ δεν εκανα το πρότζεκτ γιατί είπαν κοντό"""" θα ξύσουν το δεξί τους και θα με κόψουν.Σταματήστε να συμπεριφέρεστε σε 25χρονες σα να είναι 5 γιατί σας βλέπουν και μικρά παιδιά και διαμορφώνουν λάθος άποψη για τη συμπεριφορά στη δουλεια #GNTMgr"""	NOT
2230	@USER Αχαχαχαχα μου αρέσει που είσαι το λιγότερο μετριόφρων	NOT
10039	Βρασνά ,Ωραιόκαστρο ,Γιαννιτσά εδειξαν το αντιτουριστικό προιόν τους Εγιναν διάσημες για αυτό ακριβώς που ειναι	NOT
9811	Έχω πλακώσει τα ναρκωτικά σήμερα και είμαι σαν μαλάκας όλη την ώρα ενώ αν δεν είχα πάρει θα ήμουν σαν μαλάκας χωρις ναρκωτικα	OFF
4775	Που είσαι ρε Σώζων να σου φέρουμε και την κουιν Ντίβα να την φλερταρεις όπως τότε #survivorgr	NOT
2022	Γιατί λένε ότι ο γάμος είναι φυλακή για τις γυναίκες; Αφού έχω δει πολλές παντρεμένες που πάνε για ψώνια ή ακόμα και για καφέ	NOT
9592	Μαρίνα ΔΟΞΑ #gntmgr	NOT
914	Και κάπως έτσι αγαπητοί μου θα δικαιολογήσουν το πάρτυ στο μεγάλο φαγοπότι που ετοιμάζουν... με χρυσά κουτάλια κ μασέλες βαλμένες στην πρίζα! #Εκλογες_2019 #ΝΔ_ξεφτιλες	NOT
5899	#GNTMgr με εκνεύρισε τόσο πολύ η κατια που δεν μπόρεσα να απολαύσω την αποχώρηση της Μαρτίνας...	NOT
4399	Αυτό και το βίντεο πανηγυριών του μαρινακη του βαγγελαρα μετά την καλπη ας ουμε... είναι η πολιτική στην Ελλάδα το 2019 μ.Χ. Νταξει, παμ' καλά... #ΝΔ_ξεφτιλες #novartis #noor1	NOT
1042	Ξεχάστε γρήγορα αυτή την κατά τα άλλα εντυπωσιακή πονεμένη για άλλους εικόνα. Τα μάτια σας 24 όπως λέει ο λαός. Όπως δείχνει πάμε σε εκλογές χωρίς υπηρεσιακή κυβέρνηση,και τους ηθικούς να αλωνίζουν. Επίσης ίσως σκέφτονται να προχωρήσουν στην αλλαγή ηγεσίας στη Δικαιοσύνη	NOT
6645	Επίσης, ετοιμαστείτε και για «μετανάστες» καινούριας εθνικότητας του χρόνου Κι ακολουθεί η υπόλοιπη Ασία, λόγω κλιματικών αλλαγών #Γιαννιτσα #λαθρομετανάστες #προσφυγικο #μεταναστευτικο #πειραιάς	NOT
9137	Α γι αυτό έδωσαν ατομική ασυλία στην Άννα...Τα πήγε χάλια σε όλα και δεν ήθελαν να την διώξουν #Gntm #GntmGr	NOT
1761	@USER Σίχαμα μέχρι το τέλος	OFF
8336	Οτι καλυτερο εχει προσφέρει η ελληνικη τηλεοραση από τα τελευταία 10 χρονια. #kokkinopotami	NOT
3243	@USER Είπα ηλίθια τοποθέτηση όχι ότι είσαι ηλίθια. Όχι δεν είναι αυτό που είπες. Ειπες κάτι που αρχικά είναι αδύνατον να συμβεί (6 τ/κ στις Βρυξέλλες) και κατά δεύτερον φανερώνει ρατσισμό και ότι πότισε η προπαγάνδα σου. Ρωτω, θέλεις λύση του Κυπριακού;	NOT
4526	Ανδρική υπόθεση η αυτοδιοίκηση – Μόλις 17 γυναίκες προΐστανται της κούρσας σε 331 δήμους	NOT
10153	Σκουλε, θελει η πουτανα να κρυφτει, κ η χαρα δεν την αφηνει, εισαι με την Κάτια #gntmgr	OFF
5180	Απορία τα ρούχα αυτά τώρα είναι ωραία και σύγχρονα; η Σουζανα και στο περπάτημα αγγούρι, η Κάτια πόσο εκνευριστικη φάτσα τρομαριτσα της που νομίζει ότι είναι τοπ μοντελαρα, η Ασημινα σταθερά γλιτσα.. #gntmgr	OFF
1988	Ήρθε η πουτσα του #hastang #ερχεται_ΠΟΥΤΣΑ	OFF
1743	Στη #ΝΔ_ξεφτιλες δε κρατιούνται με τίποτα και ετοιμάζουν λέει την υπάλληλο του Μαρινάκη και ερασιτέχνη Ολυμπιακού για υφυπουργού αθλητισμού..μου έρχεται να πάω στο #ΣΥΡΙΖΑ και να βαράω τα κεφάλια τους γ αυτό που μας έρχεται..	NOT
7700	Η αλλη που παει λαικη στον αερα θα πιασει το πτηνο #gntmgr	NOT
2818	-Όλη την ώρα με το κινητό είσαι. Δεν πιστεύω να είσαι στο τουΐτερ; -Τι είναι αυτό; *διάλογος με τον δικαστικό αντιπρόσωπο* #Ευρωεκλογές2019 #εκλογες2019	NOT
8461	Μωρη Ασημίνα το ύφος που έχεις όταν μιλάς με τις φίλες σου δεν μπορούσες να το βγάλεις και στη φωτογράφιση; Την καλύτερη φωτογραφία θα είχες #GNTMgr	NOT
1112	@USER Την είχε προετοιμάσει ο Χέλμης. Ούτε αυτη, ουτε τον Τιμολέων τους άφησε έτσι. Γι αυτό τα ξαφνικά διαφορετικά στησίματα μετά το παιδικό μενου που εκανε και πηγε εξωστη με τα καμμενα λαχανικακια #MasterChefGR #MasterChefGR_Xeftiles #masterchef	NOT
4708	@USER Καλύτερη συνταγή να σε χάσουν δεν έχει από το να μη δέχονται τις επιλογές σου, αυτό που είσαι κ να προτιμούν να επιβάλουν αυτό που θεωρούν σωστό ή θέλουν να είσαι. Εγγυημένη ήττα 1000%	NOT
5071	Το σημερινό επεισόδιο μυρίζει φτωχιλα , #gntmgr	OFF
4052	@USER Πουτανα τα κάνατε...	NOT
9544	Μετά θα είσαι Φασίστας άμα προβείς σε καμιά επιθετική ενέργεια .......................................................	NOT
9014	Μια από τις σημαντικές ειδήσεις της ημέρας είναι ότι δεν υπάρχει ζωή στο κεφάλι του Λιάγκα.	OFF
1345	@USER Α είσαι στην επιτροπή! Καλό κουράγιο.	NOT
2689	@USER Αχ! Κοριτσάκι μου, για λύπη είσαι.	NOT
9599	Έλα ρε κοριτσάρα ! Πάμε ρε απόλυτο #XFACTORGR Λίιιλα μοναδική μου αγάπη... @USER	NOT
8305	@USER Κόκκινοφασιστα γιατί κλαψουριζεις αφού στα λόγια μου ήρθες. Διάβασες 2 3 πράγματα και κατάλαβες ότι η Ελλάδα είναι Μακεδονία και η Μακεδονία είναι ήταν και θα είναι πάντα Ελλάδα τα απέδειξες όλα μια χαρά γιατί σκας; αριστερό μου αρχιδι;	OFF
5881	Και ξανθιά είναι πανέμορφη η Χαρά Παππά, θα κλάψω απ' την ομορφιά #GNTMgr	NOT
1830	Eίχε πει το ανεκδιήγητο Γωγουλίνι ότι υπάρχει ''ηλεκτρικό μολυβί ματιών'';Καμαρώνει στα 40 να λέει τέτοιες μ@#%$ες; Συγχαρητήρια #shoppingstar	NOT
833	#Τσιπρας αγορινα μ δν υπολογισες κατι σημαντικοτατο οταν ελεγες μες την αλαζονεια οσα σαλια ελεγες. Πως στην χωρα που πατας αλητακο οι ''πολλοι'' δεν ειναι ουτε οι πρε-ζακ-ηδες ουτε οι ντραγκ κουιν ουτε οι ρομα οι λαθρο με τους αθεους τρεντι σαχλαμαρακηδες #ΣΥΡΙΖΑ_ξεφτιλες	OFF
2112	@USER Κολάμπια...μην είσαι βλάχος...τς τς τς	NOT
4868	Ρε η κατια εχει διπολικη διαταραχη μαλλον, δεν ειναι καλα! #gntmgr	OFF
1969	@USER Και που είσαι ακόμα.....	NOT
2310	Ακούτε όλοι εδώ ; Εμείς όλη μέρα γραφουμε κ κανείς δεν μας ζήτησε σελφι ,κανείς δεν μας αναγνωρίζει στο δρόμο...... Όχι καλά να πάθουμε! #shoppingstar	NOT
4893	@USER Δεν θα ξεχασω ποτε συνέντευξη επαγγελματίας πορνης που δούλεψε σε ολη την επαρχεία Εκανε ειδικά αναφορα για την γυναίκες της περιοχής	NOT
6506	Mίλτος: Δεν άξιζα την αγάπη σου. Ιφιγένεια: Όχι δεν την άξιζες, αλλά την έχεις ανάθεμά σε #όταντοκοκκινοποταμιπαθαίνειάγριεςμελισσες #kokkinopotami	NOT
7455	Η Άννα Μαρία είναι το παιδί μου και το καμάρι μου, τέλος #gntmgr	NOT
4583	Όταν είσαι χιψτεροακροδεξιος.	OFF
6941	Βρε Μαγδα τι υπομονή έχεις. Δεν αντέχεται η Αντιγόνη. #erwtasmeta	NOT
3630	#survivorgr Οι μαυροι θα φυγουν απο τη ταπεινη γκαρσονιερα και θα πανε στο εξαστερο ξενοδοχειο του Χικμετ	NOT
1918	Άρτεμη, βγαλε και μαστίγιο ! #shoppingstar	NOT
9365	Κατά τη συζήτηση που γίνεται για το ζήτημα της αντικατάστασης του πληθυσμού μας, τα κομμουνισταριά πολύ συχνά αναφέρουν τους Μικρασιάτες πρόσφυγες, γιατί νομίζουν πως ξεχνάμε ότι οι ίδιοι τους οδήγησαν στην προσφυγιά. #μεταναστευτικο	NOT
4931	"""""""Το'ξερα, το πιο δύσκολο θα μου ετυχε"""" Νέα νεοελληνική γλώσσα #gntmgr"""	NOT
6964	Ύφος μπλαζέ παρακαλώ....ύφος μπλαζέ #gntmgr	NOT
4287	@USER Εισαι αδιορθωτος.	NOT
1370	#gynaikaxwrisonoma Άμα έχεις την ξινίλα μέσα σου δεν κρύβεται ρε παιδάκι μου ξεχειλίζει	OFF
6659	Παλι διαφημισεις. Δεν καταλαβαινετε γραφουμε Οδυσσεια αυριο. #XFactorGR	NOT
5704	@USER στ αρχιδια μας ️️	OFF
5778	@USER Ας ξεκινήσουμε από το ότι υπάρχουν άνθρωποι που βλέπουν αυτόν τον κύριο κ της συγκεκριμένες εκπομπές. Όσο για τον Λιαγκα τι να πει κανείς	NOT
7759	Αγαπάει τα ζώα, τα φυτά, την τρίτη ηλικία. Το ξέρουμε μαρή... Την λατρεύεις την τριτη ηλικία... #mesimeri_skai	NOT
6078	#gntmgr ΑΝΝΑ ΜΑΡΙΑ ΣΚΕΨΟΥ ΤΟΝ ΤΑΣΟ ΜΕ ΑΛΛΗ ΚΟΠΕΛΑ	NOT
963	Αντε πάτε σε έναν ψυχολόγο ρεεεεεεεεεεε #gynaikaxwrisonoma	OFF
4353	@USER Επίσης, να λέει τη Β.Μ. Σκόπια, να ελέγχει η αστυνομία τα παν/μια, να γίνει πόλεμος στα Εξάρχεια, να κοιμάται με ανοιχτά παράθυρα, να πεταχτούν οι πρόσφυγες στις χωματερές, να αποταμιευει σε off-shore ...	NOT
4013	Μην είστε μαλάκες. Θα φανεί.	OFF
3595	@USER Για αμοιβαίο εδώ είσαι και εσυ	NOT
3312	@USER Να είσαι καλά.Καλόσου βράδυ και φιλιά στον Spike.	NOT
6038	Θα ήθελα στην παρέα μου Καγιά-Μπράτη #gntmgr	NOT
3641	@USER Εσύ με ποιο σκεπτικό πήγες συρίζι; Σε θυμάμαι και με το Κώστα δεν ήσουν αιθέρας αλλά πολύ εύκολα αλλάζετε ιδεολογίες και κόμματα. Είσαι άξιος της μοίρας σου και των πράξεών σου.	NOT
1159	@USER Είσαι σίγουρος οτι γράφεται έτσι;	NOT
1975	Θελω να παρω τα κεφαλια της Αρτεμις και της Γωγους και να τα χτυπαω διχως αυριο. #shoppingstar	NOT
2352	@USER Επομένως οι εργαζόμενοι θα σας ανταμείψουν με την ψήφο τους την Κυριακή το βράδυ... Θα στα θυμίσω αυτά που λες, να είσαι σίγουρος. Μείνε συντονισμένος...	NOT
618	@USER Μωρή μαλακά δεν βρίσκεις κανένα γκομενο μας εχεις ζαλίζει τα αρχίδια!	OFF
1638	Μαλάκες δεν είναι αστείο άλλο, ας ενδιαφερθεί κάποιος.	NOT
4480	@USER Όχι δεν είσαι, αλλά όκ πλήρωσες 14 ευρώ για κάτι που δεν τρως. Αν το πήρε για σοκολάτα τότε 2 τινά συμβαίνουν. Είναι τρελά ευκολόπιστος (είμαι ευγενική) 1 και 2 το μάρκετινγκ τους γαμάει. Αλλά και η Νουτέλα σοκολατένια πραλίνα φουντουκιού ειναι ντάξ Καλοφάγωτη.	NOT
5251	Τόση ξινίλα από κάποιες που θα την ζήλευαν και τα πιο γκουρμέ ξίδια.... #gntmgr	NOT
9150	Τι ειναι μωρη μαυρουκα ζαντολαστιχο καουτσουκ #GNTMgr	OFF
7726	οι αλλες σταχριδιαμολ κανονικοτατα #GNTMgr	OFF
5364	Ο γιατρος μ ειπε τωρα που μπαινω στον 7ο να μετραω την πιεση πρωι βραδυ τι να του πω οτι Δευτερα κ Τριτη βραδυ εχω 14 με 9;θα μετραω πριν το #gntm #gntmgr	NOT
5640	Νινα μέτριο μοντέλο δεν πουλάει κ νιτρικά δεν τσακώνεται τι να την κάνουμε ; #gntmgr	NOT
7606	Τι ειναι αυτα ρε; Ενας ειναι ο μάγος! #gntmgr	NOT
4983	"""Με μεγάλη χαρά αποδέχτηκα στην πρόσκληση να είμαι ομιλητής στην ειδική συζήτηση με θέμα """"Πρόσφυγες, πόλεμος και ειρήνη"""", που θα πραγματοποιηθεί στο πλαίσιο της προσυνεδριακής Συνδιάσκεψης για ένα ενωτικό Πράσινο Κόμμα στην Αθήνα, το ερχόμενο Σαββατοκύριακ…"""	NOT
4276	@USER Μα τι λες;! Μην σε ξανακούσω... και σ’ευχαριστώ...είσαι “εδώ”την κατάλληλη στιγμή που έχω ανάγκη ν’ακούσω κάτι καλό...	NOT
5991	#gntmgr Σαν αυτές ΚΑΜΙΑ	NOT
2517	@USER Το κανονικό χας είναι το #ερχεται_ΠΟΥΤΣΑ το άλλο είναι μια απλή ξεπετα να ξέρεις. Κ προς ενημέρωση σου γεννήθηκε στο Μάτι,οπότε μην το υποτιμάς κ μην το χρωματιζεις	NOT
792	#shoppingstar θα βάλω πάλι δαχτυλάκι! χαρισοπουλος: δε μιλας ωραία.	NOT
4170	@USER Τι περιμένεις να σου απαντήσουν στόκοι όπως ο Μελάγιες που κράζει Πιτίνο ή ο άλλος ο Χάλιας που πήρε στα σοβαρά τρολιά του ΔΠΓ με Σλούκα και νόμιζε ότι μας τον κλέψανε... Ειδικά το ακάουντ αυτουνού είναι σαν τα bot accounts που ποστάρουνε βυζιά και κώλος για τα likes.	OFF
8808	@USER Χάχα,συμφεροντολογοι άντρες.	NOT
898	@USER Με τις μίζες που θα μαζέψει, θα χτίσει από μια βίλα στα παιδιά για να εξασφαλίσει το μέλλον τους, γιατί από σπουδές ότι έκανε ο μπαμπάς τους θα κάνουν κ αυτά. Έτσι και αλλιώς, δεν νομίζω να τον αφήσουν να κρατήσει τη ηγεσία του ΣΎΡΙΖΑ. Ποια ξεφτίλα; Δεν τον ακουμπάνε αυτά.	NOT
395	Ο φιλος σου που δε θυμασαι σε ποια πολη μενει πρεπει να ειναι πολυ φιλος σου! #poweroflovegr	NOT
7634	#XFactorGR #TheVoiceGR #gntmgr #8lexeis #guessmyagegr #shoppingstar #anhmounplousios #erwtasmeta #ElaStiThesiMou #kalomesimeraki Συγκίνησε ο πιλότος του F-16 της ομάδας Ζευς: Τούτος ο λαός δεν γονατίζει παρά μόνο μπροστά στους νεκρούς του(video)	NOT
5067	Καλησπέρα στην παρέα #erwtasmeta	NOT
7809	Απαιτώ να είναι με μόνιμο Άσπα Τσίνα στυλ η Άννα Μαρία #gntmgr	NOT
3739	Ρε Κωστοπουλε μαθε να εισαι κοσμιος. Τηλεοραση κάνεις δεν χαβαλεδιαζεις με αλλους φλωρους σε καμια παραλια. Ζαπινγκ εκανα και τι δεν ακουσα. Για κοκες για παραχεσιμο. Φτου βρωματε#OlaLathos	OFF
10033	Υπογράφηκε η οικοδομική άδεια για το Killada Hills των 418 εκατ. ευρώ #syriza_xeftiles τρένο σας πάει ο ζαβοκούλης #syriza_telos #ΝΔ_θέλατε	OFF
3621	Θυμήθηκα και έναν πρώην που με παρακαλούσε να γυρίσω σε αυτόν με το τρομερό επιχείρημα ότι είχε εκλεχθεί δημοτικός σύμβουλος εγώ του έλεγα είσαι ηλίθιος και αυτος καυχιόταν ότι αφού τον ψήφισαν είναι ο καλύτερος.. Που είχα μπλέξει ; #ekloges2019	OFF
9159	@USER Αμα παρακαλεσει και η ερωμενη να χωρισει απο τη γυναικα και τα παιδια τι θα κανει η Κατινα; Θα μπλοκαρει;	NOT
9692	επρεπε αλλα ... #gntmgr	NOT
5663	@USER γιατί μπορεί να έχει παιδιά ή μέλη οικογένειας που δεν εχουν υπογράψει να ξεφτιλιστούν... #gntmgr	NOT
8207	Να μου το θυμηθείτε ότι η Μυρσίνη Σεβαστού δεν θα ησυχάσει αν δεν δει τον Πανταζάρα να έρχεται από το #KokkinoPotami καβάλα στο άσπρο άλογο να κλέψει την Ασημίνα... #AgriesMelisses	NOT
2996	"""Μου φέρνει φαγητό η αδερφή μου και με ρωτάει : """" -Τι κάνεις; -Διαβάζω. -Άρα τον μπούλο; -Τον μπούλο."""" Και φεύγει."""	NOT
3426	@USER Δε γαμιεται...καταλήξαμε να ψηφίζουμε τον λιγότερο ανίκανο επειδή δεν έχουμε επιλογες	NOT
2917	@USER Ίσα ίσα , μπράβο της κιολας και ισχύει . ΑΛΛΑ! Μπείτε λίγο στο προφιλ της στο ινστα , ΟΛΟ φωτό από γυμναστήρια και πίστες σερβαιβορ έχει κλπ , δεν είναι ολη μέρα σπίτι πάνω από μια κατσαρόλα κιολας ! Αλλά θα το πούνε πάλι αυτό να είσαι σίγουρη	NOT
6632	Η Ελλάδα απέτυχε με 60.000 πρόσφυγες. Στην Τουρκία ζουν σχεδόν 3 εκ. και το ότι οι πρόσφυγες ζουν στην Τουρκία του Ρετζέπ Ταγίπ Ερντογάν καλύτερα από ότι στη χώρα ΜΟΥ, είναι ντροπή.	NOT
5265	Ηλέκτρα: Θέλω να πιω τώρα! Χρήστος: Μωρή μπεκροκανατα πάλι θα σε μαζεύω από κανένα μπαρ; αυτή τη φορά όμως θα συμμετέχω και εγώ! #erwtasmeta	NOT
3831	@USER Λες δλδ να είναι χειρότερα τα πράγματα στον εργασιακό χώρο που είσαι τώρα; Που το βαδίζεις αυτό;	NOT
238	#gynaikaxwrisonoma ρε φερτε την οικονομακου η' τη σοφια παυλιδου να σκοτωσουν την λιλιαν!	NOT
1950	Ο @USER και ο ΣΥΡΙΖΑ θριάμβευσαν σε Άρτα, αχαια Κρήτη και φυλακές Κορυδαλλού. Να λέμε και τα καλά. #ερχεται_ΠΟΥΤΣΑ #ηρθε_και_ηταν_μεγαλη #εκλογες2019	NOT
6083	"""@USER Εχω ακουσει τα: """"δεν μπορω να φιλησω την εικονα ειμαιι αδιαθετη"""" """"Δεν μπορω να κανω μπανιο ειμαι αδιαθετη"""" """"Ε σιγουρα δεν ειχε καυλες αφου ηταν αδιαθετη"""" Αντρες κ γυναικες του μεσαιωνα. Ζουμε αναμεσα τους."""	NOT
3038	#skaipolxeftiles #poweroflovegr Του νέου το στόμα με εκνευρίζει! Σηκώνετε το πάνω χείλος κάπως όταν μιλάει και το πρόσωπο του μοιάζει εριστικό!	NOT
4586	@USER Είσαι πολύ μαλακισμένο για να καταναλώσω χρόνο να απαντάω στη μαλακία που σε δέρνει. Γι αυτό στα τσακίδια καθυστερημένο.	OFF
4369	Σίγουρα στο φεης έχει φίλους όλους αυτούς που αφήνουν σχόλια θεά, μοντέλο, γοργόνα στη στεριά και της αφιερώνουν φωτοκαλημέρες με γκλιτερ, θάλασσες και γατάκια #Shoppingstar	NOT
7032	Αντε γαμησου ιταλη πουτανα	OFF
6073	Και έρχεται και ζητάει μια δεύτερη ευκαιρία, ότι τι αγόρι μου; μέσα σε 4 μήνες σημειωσες αλματώδη πρόοδο και δεν είσαι πια τόσο μαλακας;	OFF
3597	Ακτιβιστές του σεξ είναι τα παιδιά βρε κουτά, όχι βιαστές. Ακτιβιαστές. #ΣΥΡΙΖΑ_ξεφτιλες	OFF
693	@USER Σε ευχαριστώ πάντως, είσαι το πιο εύκολο και καθημερινό δίδαγμα στα παιδιά μου για το τι ΔΕΝ πρέπει να γίνουν.	NOT
10240	Θλιβερά και άκρως επικίνδυνα όσα έγιναν στα Γιαννιτσά Πέλλας –σε συνέχεια των επιθετικών αντιδράσεων στη Σκύδρα–, ενώ νέα μπλόκα υπήρξαν στον νομό Σερρών με πρωτοστατούντες «νεομακεδονομάχους» που διατηρούν ομάδες στο fb.	NOT
8850	#gntmgr Κάτια εισαι πολύ ΚΑΚΗ ΗΘΟΠΟΙΟΣ! Ουστ κάργια!	OFF
4011	Τα χέρια σου ξέρουν πού και πώς να κινούνται στις σκέψεις μου, να τις εμπλέκουν και να τις ενοχλούν σαν χορτάρι σε μια λιτανεία του ανέμου... Είσαι η καταιγίδα μου, η ειρήνη μου μετά από την καταιγίδα την ίδια στιγμή...	NOT
2645	@USER θέλει η πουτάνα να κρυφτεί και η χαρά δεν την αφήνει	OFF
4739	Κάηκα Τι είπε η Ζηνα ρε, δεν μπορώ σήμερα #giatinparea	NOT
2652	Κουλιεβα τωρα που ειδα οτι σε βριζουν ολοι, θα σε βριζω κι εγω διοτι κατι θα ξερουν τοσοι τουιτεραδες! Οχι οτι θα πιασουν τοπο τοσα βρισιδια αλλα δεν μπορω να παω τωρα να βρω την Μαρια Γεωργιαδου για να της δειξω το # του #gynaikaxwrisonoma!	NOT
